"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","WAP163","WAP164","WAP165","WAP166","WAP167","WAP168","LONGITUDE","LATITUDE","FLOOR","BUILDINGID","SPACEID","RELATIVEPOSITION","USERID","PHONEID","TIMESTAMP"
-79,100,100,100,-77,100,-59,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,-81,-82,100,100,100,100,100,100,100,100,-50,-52,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,-66,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,100,100,100,100,100,100,-79,-79,100,100,-82,100,100,100,100,-76,-76,100,100,-59,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-51,100,100,-76,100,-92,100,100,100,100,100,100,100,100,100,1.4,5.62,0,0,7,0,2,0,1475597569
-79,100,100,100,-77,100,-59,100,100,100,100,100,100,100,-79,100,100,100,100,100,-74,-70,100,100,100,100,-81,-82,100,100,100,100,100,100,100,100,-46,-47,100,100,100,100,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,100,100,100,100,100,100,-75,-79,100,100,-85,100,100,100,100,-75,-75,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-61,100,100,-81,100,-92,100,100,100,100,100,100,100,100,100,1.4,5.62,0,0,7,0,2,0,1475597573
100,100,100,100,-79,100,-60,100,100,100,100,100,100,100,-82,100,100,100,100,100,-74,-70,100,100,100,100,-75,-72,100,100,100,100,100,100,100,100,-46,-47,100,100,100,100,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-69,100,100,100,100,100,100,-75,100,100,100,-85,100,100,100,100,-73,-72,100,100,-56,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-50,100,100,-72,100,-92,100,100,100,100,100,100,100,-86,100,1.4,5.62,0,0,7,0,2,0,1475597577
100,100,100,100,-79,100,-61,100,100,100,100,100,100,100,-78,100,100,100,100,100,-78,-77,100,100,100,100,-78,-77,100,100,-87,-84,100,100,100,100,-45,-46,100,100,100,100,-69,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,100,100,100,-76,-76,100,100,-85,100,100,100,100,-74,-74,100,100,-64,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-61,100,100,-79,100,100,100,100,100,100,100,100,100,-86,100,1.4,5.62,0,0,7,0,2,0,1475597581
-78,100,100,100,-83,100,-70,100,100,100,100,100,100,100,-87,100,100,100,100,100,-85,-85,100,100,100,100,-78,-77,100,100,-87,-84,100,100,100,100,-67,-66,100,100,100,100,-71,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-69,100,100,100,100,100,100,-78,-79,100,100,100,-87,100,100,100,-75,-82,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-67,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597597
100,100,100,100,-87,100,-68,100,100,100,100,100,100,100,-84,100,100,100,100,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-67,100,100,100,100,-72,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,-82,-85,100,100,100,-88,100,100,100,100,-81,100,100,-76,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-63,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597598
100,100,100,100,-88,100,-66,100,100,100,100,100,100,100,-84,100,100,100,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-68,100,100,100,100,-69,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,-82,-85,100,100,100,-88,100,100,100,-73,-75,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-67,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597602
100,100,100,100,-86,100,-67,100,100,100,100,100,100,100,-88,100,100,100,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,-82,-85,100,100,100,-88,100,100,100,-80,-83,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-61,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597606
100,100,100,100,-87,100,-71,100,100,100,100,100,100,100,-88,100,100,100,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-64,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-81,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,-80,-83,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-69,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597610
100,100,100,100,-87,100,-71,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,100,100,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-81,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,-80,-83,100,100,-78,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597614
100,100,100,100,-87,100,-65,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-66,100,100,100,100,-70,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,-82,-83,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-76,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597618
100,100,100,100,-85,100,-69,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-63,100,100,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-63,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597622
100,100,100,100,-85,100,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-61,100,100,100,100,-73,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-83,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,-85,-83,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-74,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597626
-90,100,100,100,-84,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-67,100,100,100,100,-70,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-83,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,-85,-83,100,100,-73,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-72,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,3.39,5.62,0,0,8,0,2,0,1475597630
-88,100,100,100,-76,100,-47,100,100,100,100,100,100,100,-86,100,100,100,100,100,-81,-80,100,100,100,100,-91,-90,100,100,100,100,100,100,100,100,-55,-57,100,100,100,100,-70,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,-87,-87,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-58,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597696
-86,100,100,100,-73,100,-49,100,100,100,100,100,100,100,-86,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-55,100,100,100,-89,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597697
-89,100,100,100,-81,100,-53,100,100,100,100,100,100,100,-86,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-82,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,-80,-80,100,100,-66,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-50,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597701
-89,100,100,100,-80,100,-47,100,100,100,100,100,100,100,-86,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-58,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-82,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,-80,-80,100,100,-68,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-54,100,100,-87,-89,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597705
-90,100,100,100,-77,100,-45,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-56,100,100,100,100,-73,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,100,100,100,100,-73,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-82,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,-80,-80,100,100,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-55,100,100,-86,-88,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597709
-90,100,100,100,-78,100,-47,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-59,100,100,100,100,-73,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,-80,100,100,100,-85,100,100,100,-80,-80,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-55,100,100,-86,-89,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597713
-88,100,100,100,-74,100,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-58,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,-72,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,-77,100,100,100,-85,100,100,100,-80,-82,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-55,100,100,-88,-89,100,100,100,100,100,100,100,100,100,100,3.39,2.18,0,0,4,0,2,0,1475597717
-90,100,100,100,-76,100,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-82,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,-45,-46,100,100,100,100,-72,-70,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,-88,-89,100,100,100,100,-69,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,100,100,100,-73,-72,100,100,100,-85,100,100,100,100,-82,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-46,100,100,-76,-89,100,100,100,100,100,100,100,100,-91,-88,3.39,2.18,0,0,4,0,2,0,1475597721
-85,100,100,100,-76,100,-56,100,100,100,100,100,100,100,-85,100,100,100,100,100,-79,-82,100,100,100,100,-75,-73,100,100,100,-83,100,100,100,100,-49,-49,100,100,100,100,-72,-67,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,-63,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-85,-72,-73,100,100,100,100,100,100,-79,-82,100,100,-81,-81,100,100,100,-77,-78,100,100,-68,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-64,100,100,-71,100,100,100,100,100,100,100,100,100,-91,-94,3.39,2.18,0,0,4,0,2,0,1475597725
-84,100,100,100,-76,100,-54,100,100,100,100,100,100,100,-85,100,100,100,100,100,-76,-72,100,100,100,100,-75,-73,100,100,100,-83,100,100,100,100,-55,-59,100,100,100,100,-72,-67,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,-86,100,100,100,100,-63,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-85,-70,-69,100,100,100,100,100,100,-79,-82,100,100,-81,-81,100,100,100,-75,-75,100,100,-67,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-57,100,100,-77,100,100,100,100,100,100,100,100,100,-87,-94,3.39,2.18,0,0,4,0,2,0,1475597729
-83,100,100,100,-87,100,-53,100,100,100,100,100,100,100,-83,100,100,100,100,100,-70,-69,100,100,100,100,-73,-75,100,100,100,100,100,100,100,100,-54,-56,100,100,100,100,-69,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,-60,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,-79,-79,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-59,100,100,-71,100,100,100,100,100,100,100,100,100,-87,100,2.39,6.81,0,0,10,0,2,0,1475597738
-84,100,100,100,-82,100,-54,100,100,100,100,100,100,100,-84,100,100,100,100,100,-70,-69,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,-52,-53,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,-75,-73,100,100,-72,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-70,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,2.39,6.81,0,0,10,0,2,0,1475597739
-83,100,100,100,-82,100,-54,100,100,100,100,100,100,100,-84,100,100,100,100,100,-70,-71,100,100,100,100,-76,-75,100,100,-82,-83,100,100,100,100,-57,-53,100,100,100,100,-69,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,100,100,100,100,100,100,100,100,100,100,-79,-78,100,100,100,-77,-76,100,100,-70,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-66,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,2.39,6.81,0,0,10,0,2,0,1475597743
-85,100,100,100,-82,100,-60,100,100,100,100,100,100,100,-85,100,100,100,100,100,-73,-73,100,100,100,100,-76,-75,100,100,-82,-83,100,100,100,100,-56,-56,100,100,100,100,-73,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,100,100,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-74,100,100,-71,100,100,100,100,100,100,100,100,100,100,100,2.39,6.81,0,0,10,0,2,0,1475597747
-84,100,100,100,-81,100,-55,100,100,100,100,100,100,100,-85,100,100,100,100,100,-73,-73,100,100,100,100,-72,100,100,100,-82,-83,100,100,100,100,-55,-55,100,100,100,100,-63,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-83,100,100,-70,100,100,100,100,100,100,100,100,100,100,100,2.39,6.81,0,0,10,0,2,0,1475597751
-86,100,100,100,-81,100,-58,100,100,100,100,100,100,100,-84,100,100,100,100,100,-73,-73,100,100,100,100,-72,-71,100,100,-86,100,100,100,100,100,-51,-52,100,100,100,100,-65,-65,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,100,100,-62,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,-66,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-89,100,100,-71,100,100,100,100,100,100,100,100,100,100,-87,2.39,6.81,0,0,10,0,2,0,1475597755
-86,100,100,100,-80,100,-56,100,100,100,100,100,100,100,-90,100,100,100,100,100,-65,-66,100,100,100,100,-72,-71,100,100,-86,100,100,100,100,100,-53,-55,100,100,100,100,-60,-60,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,100,100,-59,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-89,100,100,-68,100,100,100,100,100,100,100,100,100,100,-87,2.39,6.81,0,0,10,0,2,0,1475597759
-86,100,100,100,-83,100,-56,100,100,100,100,100,100,100,-90,100,100,100,100,100,-68,-66,100,100,100,100,-77,-71,100,100,-86,100,100,100,100,100,-52,-52,100,100,100,100,-64,-63,100,100,100,100,100,100,100,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,100,100,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-80,100,100,-70,100,100,100,100,100,100,100,100,100,-88,-87,2.39,6.81,0,0,10,0,2,0,1475597763
-84,100,100,100,-79,100,-58,100,100,100,100,100,100,100,-89,100,100,100,100,100,-68,-66,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-53,-54,100,100,100,100,-65,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-79,100,100,100,100,-92,-89,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-78,100,100,-70,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-76,100,100,-71,100,100,100,100,100,100,100,100,100,-90,100,2.39,6.81,0,0,10,0,2,0,1475597767
