"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","LONGITUDE","LATITUDE"
-60,-69,-69,-79,-79,-69,-67,-77,-88,-89,-64,100,100,-77,100,-80,100,-73,-73,-83,-80,-77,100,-79,-79,100,100,100,-83,-84,-46,100,-53,-71,100,100,-89,-89,-62,100,-51,-50,-77,-80,-77,100,-75,-62,100,100,100,100,100,-85,100,-80,100,100,100,100,-80,-79,100,100,100,100,-84,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,21.615
-62,-69,-69,-78,-78,-69,-67,-80,100,-88,-58,-88,-89,-78,100,-87,100,-76,-76,100,-73,100,100,-78,100,100,100,100,100,-83,-46,100,-50,-63,100,100,-88,-89,-61,100,-52,-52,-75,-80,-76,100,-75,-63,100,100,100,-88,-88,-85,100,-80,100,100,100,100,-74,-74,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,21.615
-62,100,-73,-75,-75,-66,-69,-82,-89,-88,-55,-88,-89,-78,-84,-71,100,-76,-76,-86,-73,100,100,-76,-80,100,100,100,-78,-87,100,100,-45,-63,100,100,-86,-85,-58,100,-48,-52,-79,-80,-78,100,-79,-58,100,100,100,-88,-88,100,100,-81,100,100,100,100,-79,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,21.615
-63,-69,-70,-74,-74,-78,-65,-79,-88,-87,-56,-85,-86,-74,-82,-73,100,-71,-70,-85,-79,-71,100,-79,-81,100,100,100,100,100,-45,100,-48,-66,100,100,-84,-85,-58,100,-51,-53,-83,-78,-82,100,-76,-62,100,100,100,-87,-88,100,100,-78,100,-86,100,-87,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,21.615
-58,100,-77,-79,-79,-82,-72,-73,-84,-85,-58,-89,-86,-77,-82,-73,100,-73,-73,-85,100,-71,-85,-79,-79,100,100,100,-80,100,100,100,-55,-66,100,100,-86,-87,-51,100,-49,-49,-79,-74,-79,100,-69,-62,100,100,100,-87,-88,100,100,-74,100,-86,100,-87,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,21.615
-63,100,-67,-78,-79,-74,-72,-83,-88,-88,-66,-85,-85,-77,-82,-75,100,-74,-74,-85,100,-78,-85,-78,-79,100,100,100,-80,100,-44,100,-46,-64,100,100,-88,-88,-56,100,-53,-53,-77,-74,-77,100,-74,-62,100,100,100,-87,-88,100,-75,-74,100,-86,100,-85,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-85,100,-88,-79,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,21.615
-61,100,-68,-78,-78,-74,-75,-85,-88,-88,-58,-85,-84,-76,-83,-75,100,-74,-74,100,-81,-77,100,-78,100,100,100,100,100,100,-46,100,-48,-63,100,100,-90,-90,-55,100,-52,-51,-77,-78,-77,100,-74,-54,100,100,100,100,100,100,-75,-78,100,100,100,-85,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-85,100,-88,-79,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,21.615
-61,-66,-65,-80,-80,-78,-75,-81,-88,-88,-64,-86,-85,-78,-81,-73,100,-77,-77,100,-83,-77,100,-80,100,100,100,100,100,100,-46,100,-45,-63,100,100,-88,-89,-56,100,-52,-52,-80,-75,-80,100,-75,-54,100,100,100,100,100,100,100,-75,100,100,100,100,-75,-75,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,21.615
-64,100,-64,-78,-78,-67,-70,-80,-87,-86,-60,-88,-89,100,100,100,100,-72,-72,100,-73,-75,-87,-78,-78,100,100,100,100,-85,-44,100,-53,100,100,100,-86,-86,-55,100,-53,-61,-79,-63,-79,100,-67,-52,100,100,100,-89,100,100,100,-63,100,100,-84,-84,-74,-73,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,21.615
-63,-62,-67,-79,-79,-69,-66,-77,-87,-86,-62,-88,-89,100,-83,100,100,-73,-73,100,-73,-75,100,-78,100,100,100,100,100,100,-43,100,-46,100,100,100,-86,-86,-56,100,-52,-53,-75,-69,-75,100,-74,-54,100,100,100,-89,100,100,-67,-69,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,21.615
-75,-62,-67,-80,-80,-69,-71,-76,-88,-88,-63,-88,-89,100,-83,-75,100,-71,-71,100,-77,-75,100,-78,100,100,100,100,-82,-86,-43,100,-47,-67,100,100,-86,-85,-56,100,-52,-52,-79,-73,-79,100,-75,-58,100,100,100,-89,100,100,-67,-73,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,21.615
-63,-64,-64,-80,-80,-69,-71,-76,-89,-88,-65,-86,-86,100,100,-73,100,-72,-71,-85,-76,-71,100,-75,-80,100,100,100,-79,-83,-43,100,-48,-67,100,100,-86,-86,-57,100,-52,-52,-77,-73,-76,100,-66,-60,100,100,100,100,100,100,-71,-73,100,100,100,100,-75,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,21.615
-63,-64,-64,-80,-80,-75,-71,-76,-87,-86,-64,-86,-87,-74,-82,-73,100,-72,-72,-85,-76,-71,100,-76,-80,100,100,100,-79,-85,100,100,-47,-69,100,100,-87,-88,-57,100,-52,-52,-76,-72,-76,100,-69,-63,100,100,100,100,100,100,-71,-72,100,100,100,100,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,21.615
-64,-64,-65,-82,-82,-67,-70,-79,-87,-86,-62,-85,-85,-74,-84,-73,100,-78,-78,-87,-73,100,100,-75,-79,100,100,100,-77,-79,-44,100,-50,-68,100,100,-88,-88,-63,100,-50,-50,-74,-81,-73,100,-78,-62,100,100,100,-87,-88,100,-69,-81,100,100,100,100,-76,-76,100,100,100,100,-84,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,20.58
-63,-64,-63,-80,-81,-75,100,-78,-86,-88,-62,-86,-86,-72,-84,-73,100,-70,-70,-87,-76,100,100,-75,100,100,-86,100,-81,-81,-49,-82,-47,100,100,100,-85,-85,-73,100,-49,-50,-76,-79,-73,100,-78,-58,100,100,100,-87,-88,100,100,-79,100,100,100,-87,-75,-74,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,20.58
-59,-64,-63,-81,-81,-71,100,-75,-86,-85,-57,-86,-86,-72,-82,-73,100,-71,-70,-87,-72,100,100,-75,100,100,-86,100,-74,-79,-49,-82,-54,-62,100,100,-88,-88,-68,-85,-58,-58,-74,-83,-74,100,-78,-58,-85,100,-86,-85,-85,-85,100,-83,100,100,100,-87,-82,-81,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,20.58
-59,-66,-66,-84,-84,-71,-70,-79,-86,-86,-56,-89,-58,100,-85,-77,100,-71,-70,100,-73,-77,100,-76,-75,100,-82,100,-74,-79,100,100,-53,-66,100,100,-89,-90,-68,-85,-57,-57,-70,-83,-70,100,-79,-78,-85,100,-86,-85,-85,-85,100,-83,-85,100,100,100,-82,-82,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,20.58
-59,-66,-67,-85,-85,-71,-70,-79,-86,-87,-55,-89,-89,-78,-85,-77,100,-70,-70,100,-73,-77,100,-76,-75,100,-82,100,-78,-79,-53,-81,-52,-66,100,100,-89,-89,100,-86,-57,-57,-72,-83,-72,100,-79,-80,100,100,100,-85,-84,100,100,-83,-85,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,20.58
-64,100,-70,-82,-82,-68,-69,-73,-89,-88,-65,-86,-85,-76,100,-76,100,-69,-69,-84,-75,100,100,-79,100,100,100,100,-77,-79,-45,100,-45,100,100,100,-85,-85,-64,100,-53,-54,-76,-80,-76,100,-75,-66,-86,100,-85,-86,-86,100,-79,-81,100,100,100,100,-78,-78,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-59,-64,-70,-77,-78,-74,100,-77,-88,-88,-59,-86,-86,-76,100,-76,100,-77,-77,-84,-74,100,100,-76,100,100,100,100,-82,100,-45,100,-48,100,100,100,-88,-89,-62,100,-53,-53,-74,-81,-74,100,-75,-63,100,100,100,-86,-85,100,100,-81,100,100,100,-86,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-63,-64,-70,-80,-80,-67,-69,-77,-88,-88,-71,-89,-89,-79,100,-76,100,-75,-75,-84,-73,100,100,-73,100,100,100,100,-72,100,-43,100,-59,-70,100,100,-88,-88,-62,100,-51,-56,-77,-82,-77,100,-83,-64,100,100,100,-86,-86,100,-74,-82,100,100,100,-86,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-59,100,-69,-83,-83,-72,-69,100,-88,-87,-55,-89,-89,-80,100,100,-86,-77,-77,100,-76,100,100,-75,100,100,100,100,-77,100,-50,100,-49,-70,100,100,-90,-90,-62,100,-58,-58,-75,-79,-75,100,-80,-61,100,100,100,-87,-87,100,-72,-79,100,100,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-64,100,-69,-83,-82,-70,-71,-70,-88,-87,-67,100,100,-75,-84,100,-86,-77,-77,-85,-73,100,100,-76,100,100,100,100,-77,100,-48,100,-51,100,100,100,-87,-87,100,-85,-56,-56,-74,-77,-74,100,-75,-58,100,100,100,-87,-86,100,-75,-77,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,20.58
-56,100,100,-81,-81,-65,-68,-75,-85,-85,-55,-88,-89,-71,100,-65,100,-71,-71,100,-80,100,100,-76,-74,100,-84,100,-72,100,100,100,-50,100,100,100,-87,-87,-63,100,-56,-57,-73,-70,-73,100,-64,-63,100,100,100,-87,-87,100,100,-70,100,100,100,-86,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-62,-65,-66,-78,-78,-75,-70,-77,-87,-88,-57,-85,-85,-71,100,-70,100,-71,-71,100,-79,100,100,-76,-77,100,-84,100,-79,-85,100,-82,-51,100,100,100,-83,-84,-63,100,-54,-59,-76,-79,-76,100,-64,-63,100,100,100,-85,-86,100,100,-79,100,100,100,-86,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-62,-63,-65,-79,-79,-69,-69,-78,-85,-84,-59,-86,-86,-77,100,-70,100,-71,-70,100,-80,-72,100,-75,-77,100,-84,100,-79,-85,-46,-82,-54,100,100,100,-85,-85,-63,100,-58,-63,-76,-79,-76,100,-77,-63,100,100,100,-85,-86,100,100,-79,100,100,100,-86,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-62,-63,-65,-81,-81,-69,-68,-79,-86,-86,-66,-88,-88,-77,100,100,100,-70,-70,-85,-77,-72,100,-77,-75,100,100,100,-79,100,-48,100,-53,100,100,100,-86,-85,100,100,-56,-58,-74,-78,-74,100,-76,-72,100,100,100,-87,-86,100,100,-79,100,100,100,100,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-62,-66,-65,-81,-81,-69,-68,-80,-89,-88,-59,-84,-84,-78,-82,-69,100,-76,-76,-85,-77,-71,100,-77,-76,100,100,100,-78,100,-48,100,-50,100,100,100,-86,-86,-65,100,-54,-54,-75,-79,-75,100,-72,-72,100,100,100,-87,-87,100,100,-79,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,-88,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,20.58
-75,-81,-84,-77,-77,-75,-76,-79,-88,-87,-71,-86,-86,-80,-85,100,100,-70,-70,-80,-85,100,100,-85,100,100,100,100,100,-80,-53,100,-56,-62,100,100,-90,-90,-74,-85,-63,-66,-84,-85,-83,100,-69,-75,100,100,100,100,-89,100,100,-85,100,100,100,100,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,20.575
-75,-81,-84,-77,-78,-77,-76,-81,-87,-87,-71,100,100,-82,100,100,100,-69,-69,100,-87,100,100,-86,100,100,100,100,100,100,-61,100,-63,100,100,100,-90,-91,-74,100,-70,-73,-83,-85,-82,100,100,-75,100,100,100,100,-89,100,-83,-87,100,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,20.575
-75,-78,-78,-78,-78,-76,-77,-84,-87,-87,-73,100,-89,-84,100,-85,100,-69,-69,100,-87,-82,100,-85,100,100,100,100,100,100,-57,100,-56,100,100,100,-90,-91,-74,100,-68,-69,-83,-85,-82,100,-85,-75,100,100,100,100,-89,100,-85,-84,100,100,100,100,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,20.575
-75,-78,-83,-76,-76,-80,-77,-84,-86,-85,-74,-89,-89,-83,100,-83,100,-69,-69,100,-87,-83,100,-85,100,100,100,100,100,100,-58,100,-55,-74,100,100,-90,-90,100,100,-66,-67,-84,-85,-83,100,-86,100,100,100,100,100,100,100,-85,-85,100,100,100,100,-83,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,20.575
-75,-78,-85,-77,-77,-75,-78,-82,-86,-86,-73,-89,-89,-84,100,-84,100,-67,-67,100,-87,-83,100,-85,100,100,100,100,100,100,-57,100,-55,-74,100,100,-90,-90,100,100,-69,-69,-84,-87,-84,100,-86,-76,100,100,100,100,-89,100,-85,-86,100,100,100,100,-82,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.4,20.575
-61,-68,-76,-74,-74,-75,-70,-73,-87,-87,-55,-86,-86,-83,-83,-77,100,-68,-68,100,-71,100,100,-76,100,100,100,100,-80,100,-48,100,-46,-74,100,100,-89,-89,-66,100,-61,-61,-69,-78,-69,100,-75,-67,100,100,100,100,100,100,-84,-78,100,100,100,100,-75,-75,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,19.38
-58,-59,-62,-85,-85,-67,-66,-72,-87,-87,-53,-86,-86,-74,-78,-77,100,-73,-72,100,-76,100,100,-76,100,100,100,100,-80,100,-48,100,-46,-74,100,100,-85,-85,-66,100,-57,-64,-74,-74,-74,100,-70,-68,100,100,100,-86,-85,100,100,-74,100,100,100,100,-73,-73,100,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3.39,19.38
